N_unmapped	9770459	9770459	9770459
N_multimapping	436032	436032	436032
N_noFeature	1577958	7761621	7951265
N_ambiguous	6124604	3093054	3013075
rna-XR_001705491.2	0	0	0
rna-XR_001705490.2	0	0	0
rna-XM_623972.6	16	6	10
rna-XM_006557405.3	4	136	150
rna-XM_006557404.3	0	0	0
rna-XM_623949.6	0	0	0
rna-XM_006557406.3	0	0	0
rna-XM_026446303.1	135	197	175
rna-XM_026439913.1	0	0	0
rna-NM_001242554.1	8	4	4
rna-XM_016917677.1	4	40	33
rna-XM_016917679.2	0	0	0
rna-XM_016917662.2	0	22	24
rna-XM_026440071.1	0	0	0
rna-XM_016917667.2	3	1	2
rna-XM_006557400.3	0	0	0
rna-XM_016917672.2	0	81	108
rna-XM_394142.7	118	88	86
rna-XM_392111.7	1672	849	824
rna-XM_016910851.2	11	6	5
rna-XM_016910856.2	0	0	0
rna-XR_001702207.2	9	5	4
rna-XM_026443867.1	9	6	3
rna-XM_006557392.2	1419	731	694
rna-XR_001702201.2	1	1	0
rna-XM_026443863.1	483	233	257
rna-XM_006557389.3	0	0	0
rna-XM_026443894.1	0	0	0
rna-XM_394141.4	0	0	0
rna-XM_006557388.1	0	0	0
rna-XM_006557391.3	0	0	0
rna-XM_392109.6	0	0	0
rna-XM_016910832.2	0	0	0
rna-XM_006557387.3	0	0	0
rna-XM_394140.7	0	0	0
rna-XM_026446104.1	457	228	229
rna-XM_016910793.2	0	0	0
rna-XM_006557376.3	0	0	0
rna-XM_016910803.2	0	0	0
rna-XM_006557380.3	0	0	0
rna-XM_006557381.3	0	0	0
rna-XM_001122271.5	0	0	0
rna-XM_006557386.3	0	0	0
rna-XM_006557383.3	2	1	1
rna-XM_006557382.3	0	0	0
rna-XM_006557384.3	0	0	0
rna-XM_006557379.3	8	2	6
rna-XM_006557385.3	32	17	15
rna-XM_016910810.2	1	1	0
rna-NR_031523.1	0	0	0
rna-Mir2-2	0	0	0
rna-NR_031522.1	0	0	0
rna-Mir2-1	0	0	0
rna-NR_127369.1	0	0	0
rna-Mir2b	0	0	0
rna-NR_034307.1	0	0	0
rna-Mir13b	0	0	0
rna-NR_034285.1	0	0	0
rna-Mir13a	0	0	0
rna-NR_034287.1	0	0	0
rna-Mir2-3	0	0	0
rna-NR_034296.1	0	0	0
rna-Mir71	0	0	0
rna-XR_003305810.1	28	18	10
rna-XM_026444102.1	0	0	0
rna-XM_394248.6	0	0	0
rna-XM_026446225.1	0	0	0
rna-XM_026446229.1	0	0	0
rna-XM_026446228.1	0	0	0
rna-XM_026446230.1	0	0	0
rna-XM_026446227.1	0	0	0
rna-XM_026446232.1	0	0	0
rna-XM_026446234.1	0	0	0
rna-XM_026446237.1	0	0	0
rna-XM_026446226.1	0	0	0
rna-XM_026446233.1	0	0	0
rna-XM_026446235.1	0	0	0
