N_unmapped	1837446	1837446	1837446
N_multimapping	538446	538446	538446
N_noFeature	2165068	13956861	14050964
N_ambiguous	9300783	4601231	4566385
rna-XM_012316519.2	233	123	110
rna-XM_003392857.3	265	134	131
rna-XM_003392856.3	37	18	19
rna-XM_003392855.3	118	53	65
rna-XM_003392854.3	319	154	165
rna-XM_020868627.1	8	4	4
rna-XM_012315933.2	5	2	3
rna-XM_020863580.1	0	0	0
rna-XM_012315683.2	0	0	0
rna-XM_012315808.2	0	0	0
rna-XM_012315747.2	0	0	0
rna-XM_020863569.1	0	0	0
rna-XM_012315994.2	0	0	0
rna-XM_012316058.2	0	0	0
rna-XM_012315870.2	0	0	0
rna-XM_020863575.1	0	0	0
rna-XM_020863582.1	0	0	0
rna-XR_001099275.2	9	9	2
rna-XM_020863598.1	37154	18782	18374
rna-XM_012315543.2	41168	20076	21093
rna-XM_003392850.3	23794	12041	11753
rna-XM_003392849.3	115	59	56
rna-XM_003392844.3	95	51	44
rna-XM_003392846.3	676	328	357
rna-XM_003392845.3	2848	1374	1483
rna-XM_012314565.2	0	0	0
rna-XM_012314449.2	0	0	0
rna-XM_012314678.2	0	0	0
rna-XM_012314626.2	0	0	0
rna-XM_012314515.2	0	0	0
rna-XR_002307964.1	0	187	160
rna-XM_020864091.1	0	0	0
rna-XM_020864108.1	0	0	0
rna-XM_020864097.1	0	0	0
rna-XM_020864093.1	0	0	0
rna-XM_020864102.1	0	0	0
rna-XM_020864088.1	0	0	0
rna-XM_020864106.1	0	0	0
rna-XM_020864099.1	0	0	0
rna-XM_020864087.1	0	0	0
rna-XR_001099182.2	391	306	301
rna-XM_012314154.2	1093	653	656
rna-XM_020864125.1	11	7	4
rna-XM_020868629.1	8375	4293	4083
rna-XM_012313740.2	1362	696	667
rna-XM_012313921.2	0	0	0
rna-XM_003392841.3	0	0	0
rna-XM_003392840.3	736	382	358
rna-XR_002308094.1	0	0	0
rna-XR_001099129.2	0	0	0
rna-XM_012313417.2	0	0	0
rna-XM_012313531.2	0	0	0
rna-XM_003392837.3	0	0	0
